Order Reference,Vendor,Order Deadline,Expected Arrival,Vendor Reference,Order Lines/Products,Order Lines/Quantity,Order Lines/Unit Price,Order Lines/Taxes,Payment Terms
PO2025-0460,Supplier 27,2025-09-02,2025-09-09,VREF-6364,PROD001,31,375.95,TVA 20%,End of Month
PO2025-0460,Supplier 27,2025-09-02,2025-09-09,VREF-6364,PROD025,20,59.64,TVA 20%,End of Month
PO2025-0460,Supplier 27,2025-09-02,2025-09-09,VREF-6364,PROD016,1,237.39,TVA 20%,End of Month
PO2025-0461,Supplier 29,2025-12-06,2025-12-10,VREF-5504,PROD004,4,55.38,TVA 20%,Immediate Payment
PO2025-0461,Supplier 29,2025-12-06,2025-12-10,VREF-5504,P0030,49,211.0,TVA 20%,Immediate Payment
PO2025-0462,Supplier 21,2025-09-25,2025-09-27,VREF-8717,PROD037,34,160.8,TVA 20%,30 Days
PO2025-0462,Supplier 21,2025-09-25,2025-09-27,VREF-8717,PROD045,46,100.89,TVA 20%,30 Days
PO2025-0462,Supplier 21,2025-09-25,2025-09-27,VREF-8717,PROD004,35,225.2,TVA 20%,30 Days
PO2025-0462,Supplier 21,2025-09-25,2025-09-27,VREF-8717,PROD027,12,143.87,TVA 20%,30 Days
PO2025-0463,Supplier 11,2025-11-01,2025-11-10,VREF-7844,PROD023,46,10.95,TVA 20%,Immediate Payment
PO2025-0464,Supplier 29,2025-10-07,2025-10-09,VREF-5309,PROD019,29,355.85,TVA 20%,30 Days
PO2025-0464,Supplier 29,2025-10-07,2025-10-09,VREF-5309,PROD048,16,277.59,TVA 20%,30 Days
PO2025-0465,Supplier 14,2025-09-27,2025-10-02,VREF-3422,PROD046,21,346.05,TVA 20%,15 Days
PO2025-0465,Supplier 14,2025-09-27,2025-10-02,VREF-3422,PROD007,20,409.53,TVA 20%,15 Days
PO2025-0466,Supplier 24,2025-09-04,2025-09-06,VREF-9835,PROD022,43,270.78,TVA 20%,Immediate Payment
PO2025-0467,Supplier 7,2025-09-26,2025-10-04,VREF-6571,PROD008,44,27.68,TVA 20%,30 Days
PO2025-0467,Supplier 7,2025-09-26,2025-10-04,VREF-6571,PROD044,44,88.35,TVA 20%,30 Days
PO2025-0467,Supplier 7,2025-09-26,2025-10-04,VREF-6571,P0017,11,492.62,TVA 20%,30 Days
PO2025-0468,Supplier 31,2025-09-14,2025-09-22,VREF-4013,P0028,14,151.98,TVA 20%,End of Month
PO2025-0468,Supplier 31,2025-09-14,2025-09-22,VREF-4013,PROD018,49,358.93,TVA 20%,End of Month
PO2025-0469,Supplier 13,2025-10-31,2025-11-08,VREF-5780,PROD011,9,479.09,TVA 20%,15 Days
PO2025-0469,Supplier 13,2025-10-31,2025-11-08,VREF-5780,P0017,39,94.06,TVA 20%,15 Days
PO2025-0470,Supplier 20,2025-12-02,2025-12-11,VREF-3448,P0005,40,337.9,TVA 20%,15 Days
PO2025-0470,Supplier 20,2025-12-02,2025-12-11,VREF-3448,PROD042,41,395.92,TVA 20%,15 Days
PO2025-0470,Supplier 20,2025-12-02,2025-12-11,VREF-3448,PROD015,1,13.77,TVA 20%,15 Days
PO2025-0470,Supplier 20,2025-12-02,2025-12-11,VREF-3448,P0010,40,371.22,TVA 20%,15 Days
PO2025-0471,Supplier 24,2025-09-20,2025-09-27,VREF-1231,PROD016,46,274.2,TVA 20%,15 Days
PO2025-0472,Supplier 17,2025-11-12,2025-11-21,VREF-9749,P0017,26,358.44,TVA 20%,30 Days
PO2025-0472,Supplier 17,2025-11-12,2025-11-21,VREF-9749,P0018,37,207.97,TVA 20%,30 Days
PO2025-0472,Supplier 17,2025-11-12,2025-11-21,VREF-9749,P0028,20,303.0,TVA 20%,30 Days
PO2025-0472,Supplier 17,2025-11-12,2025-11-21,VREF-9749,PROD012,40,228.52,TVA 20%,30 Days
PO2025-0473,Supplier 10,2025-10-09,2025-10-14,VREF-3270,PROD045,12,219.79,TVA 20%,Immediate Payment
PO2025-0473,Supplier 10,2025-10-09,2025-10-14,VREF-3270,PROD050,10,377.5,TVA 20%,Immediate Payment
PO2025-0473,Supplier 10,2025-10-09,2025-10-14,VREF-3270,PROD047,37,210.28,TVA 20%,Immediate Payment
PO2025-0474,Supplier 15,2025-11-11,2025-11-16,VREF-3424,PROD034,36,464.93,TVA 20%,15 Days
PO2025-0474,Supplier 15,2025-11-11,2025-11-16,VREF-3424,PROD045,9,236.07,TVA 20%,15 Days
PO2025-0475,Supplier 32,2025-11-15,2025-11-17,VREF-4424,PROD007,34,49.8,TVA 20%,End of Month
PO2025-0475,Supplier 32,2025-11-15,2025-11-17,VREF-4424,P0023,23,346.24,TVA 20%,End of Month
PO2025-0475,Supplier 32,2025-11-15,2025-11-17,VREF-4424,P0008,22,13.81,TVA 20%,End of Month
PO2025-0475,Supplier 32,2025-11-15,2025-11-17,VREF-4424,PROD012,46,171.48,TVA 20%,End of Month
PO2025-0476,Supplier 32,2025-11-17,2025-11-19,VREF-9780,PROD005,3,359.81,TVA 20%,30 Days
PO2025-0476,Supplier 32,2025-11-17,2025-11-19,VREF-9780,P0030,29,270.57,TVA 20%,30 Days
PO2025-0477,Supplier 22,2025-11-19,2025-11-26,VREF-4615,P0023,34,92.9,TVA 20%,15 Days
PO2025-0478,Supplier 16,2025-12-02,2025-12-05,VREF-9973,PROD038,5,338.02,TVA 20%,15 Days
PO2025-0478,Supplier 16,2025-12-02,2025-12-05,VREF-9973,PROD036,30,319.92,TVA 20%,15 Days
PO2025-0478,Supplier 16,2025-12-02,2025-12-05,VREF-9973,PROD045,30,377.39,TVA 20%,15 Days
PO2025-0478,Supplier 16,2025-12-02,2025-12-05,VREF-9973,PROD011,27,179.5,TVA 20%,15 Days
PO2025-0479,Supplier 10,2025-09-26,2025-10-01,VREF-5926,PROD047,27,77.32,TVA 20%,15 Days
PO2025-0479,Supplier 10,2025-09-26,2025-10-01,VREF-5926,PROD043,21,319.55,TVA 20%,15 Days
PO2025-0479,Supplier 10,2025-09-26,2025-10-01,VREF-5926,P0022,22,468.58,TVA 20%,15 Days
PO2025-0480,Supplier 32,2025-09-12,2025-09-14,VREF-6968,P0017,50,65.83,TVA 20%,15 Days
PO2025-0480,Supplier 32,2025-09-12,2025-09-14,VREF-6968,P0020,43,288.56,TVA 20%,15 Days
PO2025-0480,Supplier 32,2025-09-12,2025-09-14,VREF-6968,PROD011,15,246.54,TVA 20%,15 Days
PO2025-0481,Supplier 24,2025-12-07,2025-12-10,VREF-7828,PROD022,31,237.6,TVA 20%,End of Month
PO2025-0481,Supplier 24,2025-12-07,2025-12-10,VREF-7828,P0011,12,231.83,TVA 20%,End of Month
PO2025-0481,Supplier 24,2025-12-07,2025-12-10,VREF-7828,PROD007,29,173.07,TVA 20%,End of Month
PO2025-0481,Supplier 24,2025-12-07,2025-12-10,VREF-7828,P0024,5,370.59,TVA 20%,End of Month
PO2025-0482,Supplier 26,2025-09-15,2025-09-20,VREF-7461,PROD042,40,337.85,TVA 20%,15 Days
PO2025-0483,Supplier 1,2025-11-13,2025-11-16,VREF-6693,PROD038,37,229.06,TVA 20%,30 Days
PO2025-0483,Supplier 1,2025-11-13,2025-11-16,VREF-6693,P0021,10,72.53,TVA 20%,30 Days
PO2025-0483,Supplier 1,2025-11-13,2025-11-16,VREF-6693,PROD020,40,229.93,TVA 20%,30 Days
PO2025-0484,Supplier 21,2025-09-27,2025-10-07,VREF-4363,PROD048,21,371.25,TVA 20%,Immediate Payment
PO2025-0485,Supplier 5,2025-10-27,2025-11-04,VREF-9516,P0004,49,240.45,TVA 20%,30 Days
PO2025-0486,Supplier 31,2025-11-24,2025-12-04,VREF-9834,P0029,1,174.37,TVA 20%,30 Days
PO2025-0486,Supplier 31,2025-11-24,2025-12-04,VREF-9834,PROD028,22,82.32,TVA 20%,30 Days
PO2025-0486,Supplier 31,2025-11-24,2025-12-04,VREF-9834,PROD048,22,427.23,TVA 20%,30 Days
PO2025-0487,Supplier 24,2025-10-09,2025-10-13,VREF-9305,PROD014,9,54.47,TVA 20%,End of Month
PO2025-0487,Supplier 24,2025-10-09,2025-10-13,VREF-9305,PROD021,29,402.68,TVA 20%,End of Month
PO2025-0487,Supplier 24,2025-10-09,2025-10-13,VREF-9305,PROD030,47,96.35,TVA 20%,End of Month
PO2025-0488,Supplier 20,2025-09-07,2025-09-17,VREF-8598,P0004,32,418.29,TVA 20%,15 Days
PO2025-0488,Supplier 20,2025-09-07,2025-09-17,VREF-8598,PROD013,47,310.2,TVA 20%,15 Days
PO2025-0488,Supplier 20,2025-09-07,2025-09-17,VREF-8598,PROD020,43,172.05,TVA 20%,15 Days
PO2025-0489,Supplier 2,2025-10-24,2025-11-02,VREF-1803,P0019,33,323.22,TVA 20%,Immediate Payment
PO2025-0489,Supplier 2,2025-10-24,2025-11-02,VREF-1803,PROD006,23,136.72,TVA 20%,Immediate Payment
PO2025-0490,Supplier 5,2025-11-16,2025-11-23,VREF-7906,PROD026,29,260.95,TVA 20%,End of Month
PO2025-0490,Supplier 5,2025-11-16,2025-11-23,VREF-7906,PROD036,22,33.6,TVA 20%,End of Month
PO2025-0491,Supplier 21,2025-11-10,2025-11-12,VREF-6226,PROD049,33,116.81,TVA 20%,30 Days
PO2025-0491,Supplier 21,2025-11-10,2025-11-12,VREF-6226,PROD043,5,31.03,TVA 20%,30 Days
PO2025-0491,Supplier 21,2025-11-10,2025-11-12,VREF-6226,P0009,25,30.37,TVA 20%,30 Days
PO2025-0492,Supplier 19,2025-09-08,2025-09-17,VREF-7205,PROD022,27,491.93,TVA 20%,Immediate Payment
PO2025-0492,Supplier 19,2025-09-08,2025-09-17,VREF-7205,P0026,6,247.51,TVA 20%,Immediate Payment
PO2025-0492,Supplier 19,2025-09-08,2025-09-17,VREF-7205,P0023,2,475.39,TVA 20%,Immediate Payment
PO2025-0492,Supplier 19,2025-09-08,2025-09-17,VREF-7205,PROD001,35,208.23,TVA 20%,Immediate Payment
PO2025-0493,Supplier 27,2025-10-10,2025-10-12,VREF-5239,PROD010,27,261.34,TVA 20%,15 Days
PO2025-0494,Supplier 20,2025-09-06,2025-09-09,VREF-5855,PROD020,42,196.47,TVA 20%,Immediate Payment
PO2025-0495,Supplier 16,2025-10-01,2025-10-08,VREF-8767,PROD031,41,163.22,TVA 20%,15 Days
PO2025-0495,Supplier 16,2025-10-01,2025-10-08,VREF-8767,PROD014,40,309.49,TVA 20%,15 Days
PO2025-0495,Supplier 16,2025-10-01,2025-10-08,VREF-8767,PROD015,48,126.38,TVA 20%,15 Days
PO2025-0496,Supplier 25,2025-10-22,2025-10-29,VREF-9914,P0028,44,216.35,TVA 20%,End of Month
PO2025-0496,Supplier 25,2025-10-22,2025-10-29,VREF-9914,P0021,36,417.46,TVA 20%,End of Month
PO2025-0496,Supplier 25,2025-10-22,2025-10-29,VREF-9914,PROD012,33,79.16,TVA 20%,End of Month
PO2025-0497,Supplier 13,2025-11-25,2025-12-02,VREF-7840,P0026,43,319.82,TVA 20%,15 Days
PO2025-0497,Supplier 13,2025-11-25,2025-12-02,VREF-7840,P0021,45,377.77,TVA 20%,15 Days
PO2025-0497,Supplier 13,2025-11-25,2025-12-02,VREF-7840,PROD012,43,268.01,TVA 20%,15 Days
PO2025-0497,Supplier 13,2025-11-25,2025-12-02,VREF-7840,P0017,47,319.98,TVA 20%,15 Days
PO2025-0498,Supplier 12,2025-11-16,2025-11-24,VREF-6423,P0004,16,59.18,TVA 20%,End of Month
PO2025-0499,Supplier 16,2025-09-16,2025-09-25,VREF-6103,PROD003,16,262.28,TVA 20%,30 Days
PO2025-0499,Supplier 16,2025-09-16,2025-09-25,VREF-6103,PROD026,23,45.7,TVA 20%,30 Days
PO2025-0499,Supplier 16,2025-09-16,2025-09-25,VREF-6103,PROD007,46,177.05,TVA 20%,30 Days
PO2025-0499,Supplier 16,2025-09-16,2025-09-25,VREF-6103,PROD029,46,418.17,TVA 20%,30 Days
PO2025-0500,Supplier 28,2025-09-07,2025-09-17,VREF-3644,PROD006,4,295.96,TVA 20%,Immediate Payment
PO2025-0500,Supplier 28,2025-09-07,2025-09-17,VREF-3644,P0005,15,476.15,TVA 20%,Immediate Payment
PO2025-0501,Supplier 26,2025-12-02,2025-12-07,VREF-4672,PROD042,17,190.27,TVA 20%,Immediate Payment
PO2025-0502,Supplier 23,2025-10-28,2025-10-30,VREF-3329,PROD034,27,263.6,TVA 20%,Immediate Payment
PO2025-0503,Supplier 7,2025-09-20,2025-09-27,VREF-4776,PROD043,24,13.58,TVA 20%,30 Days
PO2025-0503,Supplier 7,2025-09-20,2025-09-27,VREF-4776,PROD041,12,306.47,TVA 20%,30 Days
PO2025-0504,Supplier 30,2025-11-18,2025-11-22,VREF-9196,PROD017,39,460.51,TVA 20%,Immediate Payment
PO2025-0505,Supplier 23,2025-11-07,2025-11-15,VREF-1671,PROD044,39,148.16,TVA 20%,30 Days
PO2025-0505,Supplier 23,2025-11-07,2025-11-15,VREF-1671,PROD039,16,25.33,TVA 20%,30 Days
PO2025-0505,Supplier 23,2025-11-07,2025-11-15,VREF-1671,PROD033,10,208.78,TVA 20%,30 Days
PO2025-0506,Supplier 13,2025-10-19,2025-10-25,VREF-9141,P0011,17,210.26,TVA 20%,30 Days
PO2025-0506,Supplier 13,2025-10-19,2025-10-25,VREF-9141,PROD006,31,92.74,TVA 20%,30 Days
PO2025-0506,Supplier 13,2025-10-19,2025-10-25,VREF-9141,PROD006,37,56.05,TVA 20%,30 Days
PO2025-0507,Supplier 21,2025-10-31,2025-11-05,VREF-6117,P0024,41,158.67,TVA 20%,Immediate Payment
PO2025-0507,Supplier 21,2025-10-31,2025-11-05,VREF-6117,PROD006,28,287.26,TVA 20%,Immediate Payment
PO2025-0507,Supplier 21,2025-10-31,2025-11-05,VREF-6117,P0016,8,28.27,TVA 20%,Immediate Payment
PO2025-0508,Supplier 20,2025-10-17,2025-10-19,VREF-6898,PROD033,12,367.19,TVA 20%,15 Days
PO2025-0508,Supplier 20,2025-10-17,2025-10-19,VREF-6898,PROD026,17,422.97,TVA 20%,15 Days
PO2025-0509,Supplier 28,2025-09-08,2025-09-18,VREF-8719,PROD036,13,135.92,TVA 20%,30 Days
PO2025-0509,Supplier 28,2025-09-08,2025-09-18,VREF-8719,PROD025,45,273.88,TVA 20%,30 Days
PO2025-0509,Supplier 28,2025-09-08,2025-09-18,VREF-8719,PROD003,20,295.96,TVA 20%,30 Days
PO2025-0510,Supplier 27,2025-11-09,2025-11-13,VREF-5868,P0009,21,19.4,TVA 20%,End of Month
PO2025-0510,Supplier 27,2025-11-09,2025-11-13,VREF-5868,PROD018,4,337.73,TVA 20%,End of Month
PO2025-0511,Supplier 33,2025-12-06,2025-12-11,VREF-7780,P0020,6,280.53,TVA 20%,Immediate Payment
PO2025-0511,Supplier 33,2025-12-06,2025-12-11,VREF-7780,P0011,28,144.08,TVA 20%,Immediate Payment
PO2025-0512,Supplier 17,2025-11-11,2025-11-19,VREF-5934,P0012,7,410.23,TVA 20%,End of Month
PO2025-0512,Supplier 17,2025-11-11,2025-11-19,VREF-5934,PROD049,15,429.96,TVA 20%,End of Month
PO2025-0512,Supplier 17,2025-11-11,2025-11-19,VREF-5934,P0015,46,304.17,TVA 20%,End of Month
PO2025-0513,Supplier 26,2025-12-04,2025-12-10,VREF-4941,PROD024,27,308.29,TVA 20%,End of Month
PO2025-0514,Supplier 26,2025-10-06,2025-10-09,VREF-8078,P0029,41,274.93,TVA 20%,End of Month
PO2025-0514,Supplier 26,2025-10-06,2025-10-09,VREF-8078,P0020,24,309.81,TVA 20%,End of Month
PO2025-0514,Supplier 26,2025-10-06,2025-10-09,VREF-8078,PROD022,1,434.29,TVA 20%,End of Month
PO2025-0515,Supplier 12,2025-11-25,2025-12-03,VREF-3419,PROD026,26,331.93,TVA 20%,End of Month
PO2025-0515,Supplier 12,2025-11-25,2025-12-03,VREF-3419,P0004,6,10.48,TVA 20%,End of Month
PO2025-0515,Supplier 12,2025-11-25,2025-12-03,VREF-3419,P0030,40,49.82,TVA 20%,End of Month
PO2025-0516,Supplier 27,2025-09-26,2025-10-04,VREF-5876,P0029,25,268.76,TVA 20%,15 Days
PO2025-0516,Supplier 27,2025-09-26,2025-10-04,VREF-5876,P0004,45,130.19,TVA 20%,15 Days
PO2025-0516,Supplier 27,2025-09-26,2025-10-04,VREF-5876,PROD031,12,21.1,TVA 20%,15 Days
PO2025-0517,Supplier 3,2025-09-06,2025-09-11,VREF-5047,P0023,15,226.24,TVA 20%,Immediate Payment
PO2025-0518,Supplier 22,2025-09-12,2025-09-15,VREF-6307,PROD033,20,471.24,TVA 20%,Immediate Payment
PO2025-0519,Supplier 30,2025-09-27,2025-10-03,VREF-2275,PROD015,20,79.54,TVA 20%,15 Days
PO2025-0519,Supplier 30,2025-09-27,2025-10-03,VREF-2275,PROD023,45,425.76,TVA 20%,15 Days
PO2025-0519,Supplier 30,2025-09-27,2025-10-03,VREF-2275,P0009,45,339.36,TVA 20%,15 Days
PO2025-0520,Supplier 19,2025-12-02,2025-12-06,VREF-4363,P0007,30,82.3,TVA 20%,Immediate Payment
PO2025-0520,Supplier 19,2025-12-02,2025-12-06,VREF-4363,PROD002,8,125.63,TVA 20%,Immediate Payment
PO2025-0521,Supplier 31,2025-11-23,2025-12-03,VREF-4935,P0014,25,492.07,TVA 20%,Immediate Payment
PO2025-0521,Supplier 31,2025-11-23,2025-12-03,VREF-4935,PROD040,29,251.17,TVA 20%,Immediate Payment
PO2025-0522,Supplier 26,2025-11-12,2025-11-19,VREF-9700,PROD050,41,357.87,TVA 20%,Immediate Payment
PO2025-0522,Supplier 26,2025-11-12,2025-11-19,VREF-9700,PROD031,4,113.09,TVA 20%,Immediate Payment
PO2025-0522,Supplier 26,2025-11-12,2025-11-19,VREF-9700,PROD041,41,382.06,TVA 20%,Immediate Payment
PO2025-0522,Supplier 26,2025-11-12,2025-11-19,VREF-9700,PROD036,2,421.05,TVA 20%,Immediate Payment
PO2025-0523,Supplier 2,2025-11-07,2025-11-15,VREF-5509,PROD033,18,416.34,TVA 20%,15 Days
PO2025-0523,Supplier 2,2025-11-07,2025-11-15,VREF-5509,PROD040,24,421.38,TVA 20%,15 Days
PO2025-0523,Supplier 2,2025-11-07,2025-11-15,VREF-5509,P0008,25,154.77,TVA 20%,15 Days
PO2025-0524,Supplier 16,2025-10-26,2025-11-04,VREF-9181,P0013,9,62.79,TVA 20%,15 Days
PO2025-0524,Supplier 16,2025-10-26,2025-11-04,VREF-9181,P0005,25,201.28,TVA 20%,15 Days
PO2025-0525,Supplier 7,2025-09-28,2025-10-07,VREF-3617,PROD003,31,25.23,TVA 20%,Immediate Payment
PO2025-0525,Supplier 7,2025-09-28,2025-10-07,VREF-3617,PROD046,41,479.8,TVA 20%,Immediate Payment
PO2025-0525,Supplier 7,2025-09-28,2025-10-07,VREF-3617,P0015,49,18.36,TVA 20%,Immediate Payment
PO2025-0526,Supplier 26,2025-09-06,2025-09-14,VREF-9529,PROD002,1,36.16,TVA 20%,End of Month
PO2025-0526,Supplier 26,2025-09-06,2025-09-14,VREF-9529,PROD027,22,188.89,TVA 20%,End of Month
PO2025-0526,Supplier 26,2025-09-06,2025-09-14,VREF-9529,P0011,47,489.44,TVA 20%,End of Month
PO2025-0527,Supplier 17,2025-10-25,2025-10-27,VREF-4527,PROD041,26,309.52,TVA 20%,End of Month
PO2025-0527,Supplier 17,2025-10-25,2025-10-27,VREF-4527,PROD047,14,68.65,TVA 20%,End of Month
PO2025-0527,Supplier 17,2025-10-25,2025-10-27,VREF-4527,PROD048,34,177.22,TVA 20%,End of Month
PO2025-0527,Supplier 17,2025-10-25,2025-10-27,VREF-4527,P0019,5,118.96,TVA 20%,End of Month
PO2025-0528,Supplier 28,2025-09-28,2025-10-06,VREF-3350,PROD011,50,363.04,TVA 20%,15 Days
PO2025-0528,Supplier 28,2025-09-28,2025-10-06,VREF-3350,P0005,50,442.05,TVA 20%,15 Days
PO2025-0528,Supplier 28,2025-09-28,2025-10-06,VREF-3350,PROD035,23,393.96,TVA 20%,15 Days
PO2025-0528,Supplier 28,2025-09-28,2025-10-06,VREF-3350,P0027,43,176.95,TVA 20%,15 Days
PO2025-0529,Supplier 8,2025-11-13,2025-11-18,VREF-8977,PROD016,48,422.5,TVA 20%,End of Month
PO2025-0529,Supplier 8,2025-11-13,2025-11-18,VREF-8977,P0025,29,208.43,TVA 20%,End of Month
PO2025-0530,Supplier 11,2025-10-11,2025-10-16,VREF-9513,PROD001,4,339.56,TVA 20%,End of Month
PO2025-0530,Supplier 11,2025-10-11,2025-10-16,VREF-9513,P0024,6,218.22,TVA 20%,End of Month
PO2025-0530,Supplier 11,2025-10-11,2025-10-16,VREF-9513,P0007,48,257.36,TVA 20%,End of Month
PO2025-0530,Supplier 11,2025-10-11,2025-10-16,VREF-9513,P0024,5,302.68,TVA 20%,End of Month
PO2025-0531,Supplier 13,2025-09-05,2025-09-14,VREF-7283,P0030,30,429.87,TVA 20%,30 Days
PO2025-0531,Supplier 13,2025-09-05,2025-09-14,VREF-7283,PROD036,47,172.0,TVA 20%,30 Days
PO2025-0532,Supplier 4,2025-11-21,2025-12-01,VREF-6317,PROD006,30,362.97,TVA 20%,15 Days
PO2025-0532,Supplier 4,2025-11-21,2025-12-01,VREF-6317,P0012,38,286.73,TVA 20%,15 Days
PO2025-0532,Supplier 4,2025-11-21,2025-12-01,VREF-6317,P0001,29,486.43,TVA 20%,15 Days
PO2025-0533,Supplier 15,2025-11-04,2025-11-07,VREF-6834,PROD010,32,248.02,TVA 20%,15 Days
PO2025-0533,Supplier 15,2025-11-04,2025-11-07,VREF-6834,P0022,34,227.79,TVA 20%,15 Days
PO2025-0534,Supplier 30,2025-09-22,2025-09-30,VREF-6240,PROD010,14,426.26,TVA 20%,30 Days
PO2025-0534,Supplier 30,2025-09-22,2025-09-30,VREF-6240,P0009,31,483.43,TVA 20%,30 Days
PO2025-0534,Supplier 30,2025-09-22,2025-09-30,VREF-6240,PROD023,2,124.98,TVA 20%,30 Days
PO2025-0534,Supplier 30,2025-09-22,2025-09-30,VREF-6240,P0027,8,443.68,TVA 20%,30 Days
PO2025-0535,Supplier 16,2025-09-15,2025-09-23,VREF-6573,P0030,39,327.32,TVA 20%,30 Days
PO2025-0535,Supplier 16,2025-09-15,2025-09-23,VREF-6573,P0017,48,363.21,TVA 20%,30 Days
PO2025-0535,Supplier 16,2025-09-15,2025-09-23,VREF-6573,P0026,46,324.22,TVA 20%,30 Days
PO2025-0535,Supplier 16,2025-09-15,2025-09-23,VREF-6573,P0004,50,352.76,TVA 20%,30 Days
PO2025-0536,Supplier 32,2025-10-12,2025-10-19,VREF-1533,P0006,4,235.59,TVA 20%,End of Month
PO2025-0536,Supplier 32,2025-10-12,2025-10-19,VREF-1533,PROD048,29,152.77,TVA 20%,End of Month
PO2025-0537,Supplier 24,2025-11-11,2025-11-15,VREF-9904,PROD010,3,489.3,TVA 20%,End of Month
PO2025-0537,Supplier 24,2025-11-11,2025-11-15,VREF-9904,PROD013,49,243.87,TVA 20%,End of Month
PO2025-0537,Supplier 24,2025-11-11,2025-11-15,VREF-9904,P0012,2,121.28,TVA 20%,End of Month
PO2025-0537,Supplier 24,2025-11-11,2025-11-15,VREF-9904,P0001,7,152.38,TVA 20%,End of Month
PO2025-0538,Supplier 3,2025-11-12,2025-11-21,VREF-4572,PROD020,12,172.42,TVA 20%,15 Days
PO2025-0538,Supplier 3,2025-11-12,2025-11-21,VREF-4572,PROD023,47,393.36,TVA 20%,15 Days
PO2025-0538,Supplier 3,2025-11-12,2025-11-21,VREF-4572,PROD033,17,41.51,TVA 20%,15 Days
PO2025-0539,Supplier 7,2025-12-07,2025-12-10,VREF-5516,PROD026,19,165.67,TVA 20%,Immediate Payment
PO2025-0539,Supplier 7,2025-12-07,2025-12-10,VREF-5516,PROD044,14,446.3,TVA 20%,Immediate Payment
PO2025-0540,Supplier 25,2025-11-12,2025-11-17,VREF-9004,P0001,4,138.52,TVA 20%,15 Days
PO2025-0541,Supplier 23,2025-11-07,2025-11-12,VREF-6571,PROD014,15,139.93,TVA 20%,15 Days
PO2025-0541,Supplier 23,2025-11-07,2025-11-12,VREF-6571,PROD036,48,93.44,TVA 20%,15 Days
PO2025-0541,Supplier 23,2025-11-07,2025-11-12,VREF-6571,P0002,45,473.73,TVA 20%,15 Days
PO2025-0541,Supplier 23,2025-11-07,2025-11-12,VREF-6571,PROD003,28,110.67,TVA 20%,15 Days
PO2025-0542,Supplier 16,2025-10-21,2025-10-23,VREF-5968,P0025,20,215.79,TVA 20%,30 Days
PO2025-0542,Supplier 16,2025-10-21,2025-10-23,VREF-5968,PROD026,10,177.98,TVA 20%,30 Days
PO2025-0542,Supplier 16,2025-10-21,2025-10-23,VREF-5968,P0024,10,460.22,TVA 20%,30 Days
PO2025-0543,Supplier 5,2025-09-06,2025-09-15,VREF-9006,PROD036,49,232.19,TVA 20%,15 Days
PO2025-0543,Supplier 5,2025-09-06,2025-09-15,VREF-9006,P0002,11,291.08,TVA 20%,15 Days
PO2025-0543,Supplier 5,2025-09-06,2025-09-15,VREF-9006,PROD002,44,71.1,TVA 20%,15 Days
PO2025-0543,Supplier 5,2025-09-06,2025-09-15,VREF-9006,P0012,25,207.56,TVA 20%,15 Days
PO2025-0544,Supplier 16,2025-11-07,2025-11-16,VREF-8467,P0020,17,249.8,TVA 20%,15 Days
PO2025-0544,Supplier 16,2025-11-07,2025-11-16,VREF-8467,PROD029,31,362.62,TVA 20%,15 Days
PO2025-0544,Supplier 16,2025-11-07,2025-11-16,VREF-8467,P0026,16,35.93,TVA 20%,15 Days
PO2025-0544,Supplier 16,2025-11-07,2025-11-16,VREF-8467,PROD018,18,236.8,TVA 20%,15 Days
PO2025-0545,Supplier 28,2025-10-20,2025-10-30,VREF-1525,P0027,28,261.84,TVA 20%,15 Days
PO2025-0545,Supplier 28,2025-10-20,2025-10-30,VREF-1525,P0021,14,463.53,TVA 20%,15 Days
PO2025-0545,Supplier 28,2025-10-20,2025-10-30,VREF-1525,P0018,31,173.99,TVA 20%,15 Days
PO2025-0546,Supplier 12,2025-11-22,2025-11-26,VREF-2045,PROD029,6,497.17,TVA 20%,30 Days
PO2025-0546,Supplier 12,2025-11-22,2025-11-26,VREF-2045,P0019,13,142.27,TVA 20%,30 Days
PO2025-0546,Supplier 12,2025-11-22,2025-11-26,VREF-2045,PROD042,25,113.03,TVA 20%,30 Days
PO2025-0546,Supplier 12,2025-11-22,2025-11-26,VREF-2045,PROD018,46,173.66,TVA 20%,30 Days
PO2025-0547,Supplier 11,2025-10-16,2025-10-24,VREF-9092,PROD023,20,351.76,TVA 20%,30 Days
PO2025-0548,Supplier 16,2025-10-20,2025-10-22,VREF-2271,P0026,18,147.17,TVA 20%,30 Days
PO2025-0548,Supplier 16,2025-10-20,2025-10-22,VREF-2271,P0012,46,297.66,TVA 20%,30 Days
PO2025-0549,Supplier 10,2025-09-05,2025-09-10,VREF-2296,P0029,8,145.92,TVA 20%,30 Days
PO2025-0550,Supplier 4,2025-09-15,2025-09-20,VREF-3009,P0029,8,245.9,TVA 20%,30 Days
PO2025-0550,Supplier 4,2025-09-15,2025-09-20,VREF-3009,PROD046,24,375.91,TVA 20%,30 Days
PO2025-0550,Supplier 4,2025-09-15,2025-09-20,VREF-3009,PROD005,1,280.6,TVA 20%,30 Days
PO2025-0551,Supplier 3,2025-10-23,2025-11-01,VREF-2357,PROD047,7,479.09,TVA 20%,30 Days
PO2025-0551,Supplier 3,2025-10-23,2025-11-01,VREF-2357,PROD043,24,194.4,TVA 20%,30 Days
PO2025-0552,Supplier 27,2025-11-06,2025-11-11,VREF-8907,PROD011,50,37.96,TVA 20%,15 Days
